	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg2300.2	2.9895	5.0835	0.3443	1.4563	0.966	0.2367	0.0
evm.model.Seg230.23.1.57f48f79	53.8615	30.5495	14.3517	11.2143	11.4563	33.875	23.713
evm.model.Seg2307.5	13.276	3.6575	0.9347	0.4113	0.5663	0.233	0.6895
evm.model.Seg2309.1	180.214	85.8645	3.5403	0.224	1.238	1.0393	1.385
evm.model.Seg2316.1	1.7575	2.813	3.3173	3.118	0.1783	0.1813	0.4205
evm.model.Seg2317.3.1.57f48f79	30.087	2.8915	2.5217	1.8303	4.0637	14.8257	9.16
evm.model.Seg2319.5	0.888	2.055	1.9403	0.4367	0.82	0.5677	0.8605
evm.model.Seg2324.4	0.7105	1.3745	0.4347	1.329	0.1413	0.2683	0.0
evm.model.Seg2326.2	4.002	2.9635	6.4713	0.589	1.863	3.2003	0.0
evm.model.Seg2329.1	32.1175	62.2485	3.628	2.771	3.415	4.691	3.587
evm.model.Seg234.2	3.421	1.3	1.5717	0.5197	0.7983	0.838	0.8055
evm.model.Seg234.5	21.1405	24.6585	13.431	16.541	5.2117	6.535	20.692
evm.model.Seg2346.10	2.4195	0.647	1.8753	0.1557	0.0713	2.998	1.125
evm.model.Seg2348.1	1.5595	5.209	1.8017	0.6397	1.3817	2.6973	1.669
evm.model.Seg2350.5	3.18	0.67	1.2793	0.258	0.1313	0.5213	0.1865
evm.model.Seg2353.7	4.8125	86.2195	11.6213	0.2077	0.7433	13.7143	2.2025
evm.model.Seg2382.2	434.012	152.426	2.44	1.4197	0.4687	0.6653	1.2455
evm.model.Seg2382.4.1.57f48f79	2.539	1.0165	0.3627	0.356	0.721	0.688	0.754
evm.model.Seg2404.5	5.8375	8.252	1.8383	1.0597	0.517	2.8273	2.863
evm.model.Seg2409.3	308.8555	346.7655	6.2563	26.8053	53.1737	141.1077	32.2265
evm.model.Seg2412.6.1.57f48f79	1.7905	2.1335	0.2347	0.1703	0.2987	0.1643	0.0925
evm.model.Seg2413.2	39.2475	8.4355	5.147	3.6977	6.3047	19.8457	21.7795
evm.model.Seg2415.1	226.0975	76.1525	213.0207	118.069	25.381	55.4823	68.1335
evm.model.Seg2415.2	234.603	83.7015	192.2963	119.487	6.9787	58.0877	185.6785
evm.model.Seg2421.5	12.341	15.764	2.5367	4.3287	2.1277	3.3703	3.449
evm.model.Seg242.2	16.392	33.334	12.752	6.4253	7.042	5.1043	1.9225
evm.model.Seg24228.1	1615.2275	3363.065	2344.0147	729.0083	1272.65	1696.555	823.642
evm.model.Seg2427.3	0.6655	0.9585	0.2363	0.0277	0.0997	0.0	0.0
evm.model.Seg2427.5	0.7795	0.857	0.2517	0.0547	0.039	0.1073	0.0
evm.model.Seg2431.6	6.4465	1.5355	1.1993	1.199	1.237	3.8	1.234
evm.model.Seg2432.4	37.446	14.022	12.5403	3.7143	5.3037	2.0923	1.384
evm.model.Seg2434.3	62.9915	61.851	4.5377	3.5417	4.3147	1.2323	1.467
evm.model.Seg2437.2	2.953	6.6535	0.459	0.6343	1.0937	1.271	0.771
evm.model.Seg2437.3	15.3655	30.9	10.9497	8.6297	3.2587	12.2967	11.98
evm.model.Seg2437.5	0.548	0.1665	0.0837	0.042	0.1013	0.142	0.387
evm.model.Seg2451.4	5.1425	6.877	1.6943	1.1837	2.2163	0.338	0.0
evm.model.Seg2463.7	0.6675	0.9165	0.568	0.034	0.2177	0.0	0.0
evm.model.Seg2465.5	3.9335	0.843	0.6467	0.0377	0.5473	2.8807	1.1825
evm.model.Seg2465.6	11.801	17.2335	9.439	1.026	2.9883	5.4777	8.7535
evm.model.Seg246.8	88.4745	36.808	10.8883	21.0593	10.2183	23.9813	25.6035
evm.model.Seg2469.1	0.1485	0.4185	0.2887	0.0	0.085	0.0	0.0
evm.model.Seg24.7	0.3605	0.1265	0.183	0.0193	0.2163	0.058	0.111
evm.model.Seg2471.4	121.947	110.4485	77.8913	22.948	14.592	2.5853	8.716
evm.model.Seg247.3	0.957	1.668	0.5937	0.0467	0.0597	0.0	0.0925
evm.model.Seg247.4	2.1225	2.295	0.6983	0.1317	0.2583	0.0	0.0615
evm.model.Seg2475.5.1.57f48f79	9.2485	0.379	0.258	0.0697	0.022	0.0	0.0
evm.model.Seg2479.7	56.53	16.698	12.823	13.1787	12.4243	33.8663	32.23
evm.model.Seg2485.2	0.6995	1.5345	1.3533	0.3157	0.4763	0.2307	0.1885
evm.model.Seg2488.1	3.1005	6.974	1.4943	0.758	0.974	0.586	1.085
evm.model.Seg2501.1	3.4655	16.1035	7.564	0.7483	0.5043	0.0	0.0
evm.model.Seg2513.1.1.57f48f79	142.698	104.0075	52.5467	6.759	4.0823	3.2447	1.63
evm.model.Seg2517.3	7.632	5.22	3.6357	1.658	3.0653	2.735	2.081
evm.model.Seg2534.1	0.7185	0.6895	0.2383	0.1	0.251	0.482	0.1645
evm.model.Seg2539.1	1.8635	2.605	0.6227	0.0	0.0	3.1523	2.921
evm.model.Seg2544.4.4.57f48f79	1.7585	5.448	1.8893	0.543	0.4643	0.096	0.2945
evm.model.Seg2544.4.5.57f48f79	1.217	2.4475	1.0543	0.2157	0.256	0.0433	0.508
evm.model.Seg2545.4	23.2005	0.0	0.554	0.1923	0.1323	0.0	0.0
evm.model.Seg2550.2	1.245	6.611	2.2043	0.091	0.3147	0.884	0.872
evm.model.Seg2551.2	4.5905	2.309	0.2033	0.1553	0.9307	0.1767	0.3585
evm.model.Seg2559.3	3.474	0.0485	1.3467	0.0	2.1017	0.0	0.0
evm.model.Seg2569.4	0.7725	0.0175	0.0587	0.036	0.133	0.0	0.0155
evm.model.Seg2575.3	7.7745	0.829	0.3597	0.4337	1.003	0.896	0.6005
evm.model.Seg2577.3	0.5825	0.4475	0.0703	0.0067	0.0083	0.0	0.1735
evm.model.Seg2593.1	3.345	10.2665	10.9717	0.1643	0.2093	0.0	0.312
evm.model.Seg2593.5	802.0405	28.69	318.4903	59.0857	52.5183	73.1953	1480.0145
evm.model.Seg260.3	30.7275	58.573	4.778	2.7557	3.317	1.8643	1.163
evm.model.Seg2605.1	5.754	5.143	14.3867	0.0	0.0	0.0	0.0
evm.model.Seg2605.4	3.845	1.778	0.1187	0.0783	0.2833	0.0503	0.077
evm.model.Seg2607.2	5.7365	2.8785	1.1667	0.4997	0.4587	0.9227	0.288
evm.model.Seg2616.1	8.8165	26.9415	4.106	0.9697	0.7953	0.0	0.0
evm.model.Seg2617.3	684.971	87.365	9.8367	12.7153	19.122	51.8503	4.102
evm.model.Seg262.2	0.6115	1.959	1.193	0.3123	0.3483	0.6143	2.5835
evm.model.Seg2624.5.1.57f48f79	34.5975	47.157	5.1693	10.0777	15.7677	22.5003	8.955
evm.model.Seg2627.3	4.7765	1.764	1.2653	0.852	1.6267	0.946	0.7945
evm.model.Seg2635.5	5.449	4.546	2.3013	5.105	1.3553	0.7103	1.457
evm.model.Seg2635.7	16.088	32.3255	2.6083	3.3127	6.3327	1.219	1.2325
evm.model.Seg2639.4	2.232	3.9365	5.0643	0.8407	1.2257	3.831	1.58
evm.model.Seg2640.2	3.5975	8.43	9.231	0.472	3.2723	0.7423	0.031
evm.model.Seg264.5	6.9275	0.1995	0.635	0.1473	0.2117	0.3367	0.964
evm.model.Seg264.7.1.57f48f79	0.714	0.482	0.0	0.0	0.0	0.0	0.0
evm.model.Seg265.5	12.8385	23.236	3.9557	4.8673	4.961	2.333	2.9885
evm.model.Seg2655.1	2.729	1.3315	0.632	0.1233	1.0707	1.5957	0.363
evm.model.Seg2660.6	1.759	2.51	1.2537	0.5373	0.5093	0.2123	0.162
evm.model.Seg2667.2.1.57f48f79	13.758	13.699	3.7837	0.8947	3.0577	3.487	4.889
evm.model.Seg2670.5	31.193	23.5245	4.1483	1.2033	4.1063	16.5637	0.9445
evm.model.Seg2677.3	127.7285	28.914	17.0037	15.0767	21.6047	127.742	34.1
evm.model.Seg2677.5	7.3465	1.6565	0.2937	0.1407	0.2933	1.385	0.3825
evm.model.Seg2681.1	25.1355	48.0575	3.7617	4.7863	6.8677	1.4873	1.3845
evm.model.Seg2686.5.3.57f48f79	5.512	2.4695	0.3877	0.3267	0.2897	1.1377	1.3345
evm.model.Seg2687.1	283.4085	141.277	12.9523	0.687	1.6837	0.3357	2.7655
evm.model.Seg2693.1.1.57f48f7a	3.1395	2.7325	0.4007	0.0	0.7777	4.6763	2.6105
evm.model.Seg2701.4	9.429	1.835	0.3297	0.3857	1.2317	1.353	2.153
evm.model.Seg271.2	1.192	2.477	3.2403	0.3743	0.4923	1.5517	0.8725
evm.model.Seg2713.6	0.6565	0.2215	0.0967	0.0	0.0323	0.0	0.0
evm.model.Seg2716.1	80.8275	13.5925	6.8783	4.431	4.823	11.4863	10.133
evm.model.Seg2718.2	39.075	14.9985	3.004	0.0177	0.0	0.0	0.081
evm.model.Seg2718.3	12.6235	1.6	0.692	0.058	0.0	0.0	0.0
evm.model.Seg2731.2	9.448	6.9735	3.892	3.4117	1.9287	2.5137	3.3335
evm.model.Seg2731.8	289.127	125.285	285.736	58.3443	82.6843	1128.8133	124.3705
evm.model.Seg2732.1	43.629	14.074	1.5567	0.151	1.5183	0.2923	0.15
evm.model.Seg273.4	18.706	7.8245	0.7457	0.0237	0.0243	0.0	0.036
evm.model.Seg2753.1	0.313	0.2275	0.2133	0.0	0.288	0.4187	0.2025
evm.model.Seg2754.5.2.57f48f7a	1.4435	0.0	0.0	0.0	0.0	0.0	0.0
evm.model.Seg2762.2	0.8165	1.868	0.9373	0.3713	1.037	0.9497	0.912
evm.model.Seg2768.1	1.6685	4.1475	2.38	0.5333	0.7003	0.8177	0.905
evm.model.Seg2781.2	0.433	0.3545	0.1893	0.013	0.044	0.5683	0.0385
evm.model.Seg2805.2	0.952	2.6345	4.1467	0.255	0.8723	1.0633	0.9265
evm.model.Seg2813.2	57.557	35.399	20.9167	9.313	5.914	0.7407	1.348
evm.model.Seg2814.2	7.358	14.87	2.3087	1.5667	4.0957	2.0893	1.753
evm.model.Seg2816.4	1.702	0.058	0.0167	0.0247	0.0853	0.0303	0.0
evm.model.Seg2831.4	0.362	2.22	0.6467	0.101	0.1847	0.3897	0.284
evm.model.Seg2838.2	7.716	8.83	4.2837	3.4237	0.2027	1.4207	4.628
evm.model.Seg2846.4	2.8185	1.1665	0.904	0.254	0.3593	0.999	2.33
evm.model.Seg284.8	4.8645	7.46	7.73	1.3033	1.8857	5.1993	2.483
evm.model.Seg2848.3	2.5245	2.5805	0.3333	0.0123	0.0553	0.0	0.0
evm.model.Seg2848.4	1.0715	0.37	3.7253	0.1027	0.0667	0.449	0.0965
evm.model.Seg2859.2.1.57f48f7a	0.423	0.3995	0.2657	0.0337	0.1447	0.0	0.0215
evm.model.Seg2861.4	8.1135	3.2365	0.288	0.0	0.1163	0.0	0.0
evm.model.Seg2867.2	29.3245	6.6145	6.4093	6.3853	6.7627	15.8007	11.523
evm.model.Seg2877.1	85.6875	42.677	12.692	7.1117	20.82	22.8497	32.8955
evm.model.Seg2877.4	21.1185	17.2955	3.104	2.1837	8.1633	4.0833	7.727
evm.model.Seg2881.8	0.8695	0.817	1.3327	0.0	0.0093	0.4643	1.0485
evm.model.Seg2885.2	8.6035	13.2725	7.5437	2.806	10.6603	6.5443	10.842
evm.model.Seg2922.1	0.0725	0.1055	0.0497	0.01	0.019	0.059	0.0075
evm.model.Seg29.2.2.57f48f7a	1.947	0.9995	0.3057	0.0863	0.016	0.371	0.2725
evm.model.Seg2934.1	7.7185	9.718	6.6513	2.1963	1.521	1.2207	1.8265
evm.model.Seg2939.4	2.1655	5.0245	2.2397	0.3057	0.9343	0.4637	0.782
evm.model.Seg2941.1	1.851	3.06	1.5713	0.5253	1.245	1.8753	4.0835
evm.model.Seg2941.3.1.57f48f7a	1.0895	3.099	0.458	0.7783	0.4143	0.196	0.058
evm.model.Seg2942.4	3.678	1.6745	0.0123	0.0177	0.0	0.0203	0.0
evm.model.Seg2942.5	3.701	7.413	0.0	0.0	0.0	0.0	0.0
evm.model.Seg2944.2	0.3825	1.436	0.311	0.0	0.4663	0.3427	0.8605
evm.model.Seg2946.2	59.563	7.158	10.8783	4.6793	2.947	0.5823	1.5475
evm.model.Seg2949.1	3.188	3.4215	7.65	0.544	1.6673	1.6433	1.601
evm.model.Seg2952.1	1.053	3.9665	1.9597	0.5217	0.8997	0.7933	1.435
evm.model.Seg2953.1	26.47	6.055	2.7093	0.8533	1.32	0.9863	1.221
evm.model.Seg2954.7	7.031	5.04	5.682	0.3013	0.3407	1.2843	6.6615
evm.model.Seg2956.1	2.7895	0.0	0.01	0.02	0.0	0.0	0.0
evm.model.Seg2961.1	166.443	115.1865	44.702	3.549	8.005	47.3853	4.838
evm.model.Seg2963.3	0.5705	1.456	0.4343	0.189	0.3437	0.9017	1.321
evm.model.Seg2966.1	1.688	5.0085	1.8457	0.703	1.257	0.9207	1.302
evm.model.Seg2966.2	2.021	6.212	3.6237	0.6517	1.66	0.8127	1.34
evm.model.Seg2966.3	2.859	9.735	7.5907	2.1063	2.3273	4.1877	4.84
evm.model.Seg2973.3	3.205	3.8285	1.365	0.6833	3.0933	2.461	2.1855
evm.model.Seg298.9.1.57f48f7a	709.776	164.76	25.246	26.065	25.522	42.6403	50.6835
evm.model.Seg2990.3	0.3205	0.429	0.2937	0.459	0.0	0.2373	0.503
evm.model.Seg2998.3	1.0275	1.056	0.8807	0.0303	0.2473	0.0	0.0
evm.model.Seg3003.1	5.082	1.685	1.1357	0.622	1.291	0.0	0.624
evm.model.Seg3003.1.1.57f48f7a	20.156	14.307	6.3197	3.3533	3.768	4.8347	3.313
evm.model.Seg3003.4.1.57f48f7a	0.1215	0.249	0.0973	0.0	0.011	0.0	0.0
evm.model.Seg3014.2	1.9245	7.7465	3.3223	0.4773	0.7063	0.0853	0.0215
evm.model.Seg3017.1	0.858	2.175	1.394	0.1197	0.087	0.0	0.181
evm.model.Seg3035.3	10.0115	6.74	3.1233	0.3837	1.022	1.597	0.3675
evm.model.Seg3043.3.1.57f48f7a	14.903	12.3045	1.2033	0.107	1.3573	1.9753	1.2
evm.model.Seg3049.1	148.5275	48.913	37.7307	26.7057	30.4563	101.5657	63.583
evm.model.Seg3050.1	0.641	2.0565	1.085	0.4403	0.477	0.5283	0.7685
evm.model.Seg306.2	5.153	0.0	1.3603	0.0	0.0	4.7073	0.0
evm.model.Seg3068.1	7.5075	11.5875	3.0327	0.306	0.607	0.169	0.029
evm.model.Seg3070.2.2.57f48f7a	0.119	0.3925	0.2037	0.0357	0.0	0.2417	0.362
evm.model.Seg3076.2.1.57f48f7a	13.1685	1.959	3.29	2.788	2.5373	11.6207	3.6105
evm.model.Seg3085.1	22.1865	26.4105	4.2133	5.3483	18.7653	9.3893	13.992
evm.model.Seg3085.2	11.258	5.471	3.7657	2.0703	2.65	3.6517	2.609
evm.model.Seg3087.3	5.957	0.9735	2.6623	0.3217	0.1677	6.7603	1.504
evm.model.Seg310.1	7.537	5.739	2.363	0.9793	1.6517	1.3793	0.882
evm.model.Seg310.2	4.3965	3.094	1.5007	0.4957	0.6037	0.4203	2.4065
evm.model.Seg3103.5	43.405	67.76	29.4317	22.4257	11.5483	27.8613	33.373
evm.model.Seg3105.1	4.484	1.436	0.322	0.2093	0.171	2.344	0.2675
evm.model.Seg3125.3	9.9835	4.97	4.192	1.6823	0.797	0.2123	0.0
evm.model.Seg3125.5	6.5585	5.246	3.9393	0.5897	0.7313	0.773	0.0
evm.model.Seg3125.6	10.294	4.238	2.1897	2.842	1.7697	0.99	0.0215
evm.model.Seg3131.1.1.57f48f7a	2.031	1.1535	0.384	0.1973	0.022	0.8833	0.34
evm.model.Seg3136.1	205.536	80.087	9.0153	12.107	18.2863	37.2197	10.455
evm.model.Seg3140.4	9.6985	0.0	0.6987	0.0367	0.0	1.6223	0.0
evm.model.Seg3146.1	6.414	6.778	5.5083	0.1643	1.2813	1.2307	1.502
evm.model.Seg3.15	103.8485	31.5065	16.343	18.7887	23.4387	76.969	42.5975
evm.model.Seg3151.2	18.2585	37.03	34.6307	2.1353	1.815	0.7643	0.557
evm.model.Seg315.2	2.348	4.689	3.0573	0.9923	1.586	0.9903	1.0615
evm.model.Seg3153.1	97.0095	91.5425	38.99	36.8127	18.1697	45.128	63.719
evm.model.Seg3170.3	1.7235	1.6655	0.1217	0.0177	0.8557	3.49	1.944
evm.model.Seg3174.1	0.9035	2.209	3.3523	0.253	0.282	0.3127	1.959
evm.model.Seg318.5	2.316	1.9705	0.7773	0.3187	0.5343	0.333	0.377
evm.model.Seg3186.5.1.57f48f7a	0.31	0.941	0.0	0.0	0.0	0.5813	0.0
evm.model.Seg319.7	0.734	2.1295	0.895	0.2313	0.5077	0.5243	0.6845
evm.model.Seg3204.1.1.57f48f7a	5.7695	8.073	1.286	1.5993	6.2347	4.0873	7.614
evm.model.Seg320.9	13.593	66.501	24.6167	0.0	0.0	0.0	0.0
evm.model.Seg3211.1	3.2785	0.713	0.256	0.034	0.2807	0.2577	0.2975
evm.model.Seg321.8	47.008	58.507	10.4123	1.0043	2.0707	13.8427	14.1965
evm.model.Seg3228.1	5.6765	5.1295	0.8197	1.0127	1.807	0.714	0.929
evm.model.Seg3231.1_evm.model.Seg3231.4	208.2485	164.8375	13.2363	26.245	58.0833	38.5073	24.272
evm.model.Seg3243.1	0.411	1.839	1.374	0.3433	0.671	0.434	0.664
evm.model.Seg3252.1	0.379	1.68	1.0337	0.1123	0.1977	0.2277	0.5175
evm.model.Seg326.2	2.9425	1.5365	0.289	0.0827	0.09	0.0	0.0725
evm.model.Seg326.5	2.1015	0.76	0.631	0.3507	0.2547	1.8057	0.8925
evm.model.Seg3267.3	1.606	1.3215	0.438	0.3683	0.11	0.067	0.065
evm.model.Seg3270.1.1.57f48f7a	0.2325	0.5995	0.128	0.0	0.0	0.258	0.0
evm.model.Seg327.4	1.448	0.2315	0.1	0.069	0.0237	0.0	1.1355
evm.model.Seg327.5	3.0585	1.7585	0.2963	0.0883	0.1407	0.1393	1.035
evm.model.Seg3278.1.1.57f48f7a	31.3185	3.008	6.3577	3.063	2.7503	10.15	4.355
evm.model.Seg3291.1.2.57f48f7a	4.6185	0.628	1.3993	0.1933	0.4967	0.0	0.0
evm.model.Seg3298.1	11.3565	20.9335	9.354	3.9583	7.704	1.076	4.1405
evm.model.Seg330.13	37.836	128.747	22.0557	9.1893	8.5343	66.4963	100.8
evm.model.Seg3304.6	1.8665	0.262	0.0573	0.0153	0.2047	0.1407	0.499
evm.model.Seg3306.1	0.8215	0.722	0.5503	0.0807	0.1653	0.0593	0.0615
evm.model.Seg3311.1	1.251	0.613	0.033	0.0063	0.0327	0.319	0.0145
evm.model.Seg3313.1	44.2185	9.791	3.617	0.903	1.7623	0.644	0.081
evm.model.Seg3313.2	31.311	10.035	2.2377	0.0	0.1287	0.0	0.0
evm.model.Seg3313.4	23.09	10.637	1.2503	0.0	0.0	0.0	0.0
evm.model.Seg3313.6	18.545	3.1165	0.8577	0.0	0.8883	0.0	0.0
evm.model.Seg3324.2	129.5845	79.3155	52.3327	10.7393	70.507	274.0213	167.582
evm.model.Seg3340.1	43.6825	1.6975	1.165	0.6353	1.0853	3.6463	2.689
evm.model.Seg335.12	4.111	12.2025	4.468	2.1737	2.704	2.0587	2.794
evm.model.Seg335.13	0.4555	1.4805	0.9273	0.3707	0.3263	0.6	0.922
evm.model.Seg3353.1	3.2905	4.9445	2.841	0.9473	2.2007	1.063	1.284
evm.model.Seg3355.1	0.831	0.517	0.655	0.1023	0.2817	0.5097	0.236
evm.model.Seg3362.3	5.6835	15.694	1.233	2.5417	3.7567	1.2907	5.373
evm.model.Seg3368.6	0.496	2.5485	1.0047	0.2367	0.052	0.8883	1.4895
evm.model.Seg3371.2	6.444	7.661	1.093	7.7473	1.15	1.952	3.3065
evm.model.Seg337.2	6.095	8.2805	6.0787	6.1277	1.1	1.7953	3.596
evm.model.Seg3372.1.1.57f48f7a	0.406	1.354	0.731	0.0	0.0	0.0	0.0
evm.model.Seg3376.1	0.4655	0.6655	0.2227	0.0847	0.1133	0.1803	0.114
evm.model.Seg3376.1.1.57f48f7a	1.285	3.1225	1.2747	0.244	0.5683	0.3507	0.773
evm.model.Seg3379.1.1.57f48f7a	0.3065	0.714	0.5207	0.0	0.0	0.0	0.0
evm.model.Seg338.3.1.57f48f7a	3.3665	5.1835	0.3887	0.0	1.5187	1.128	1.692
evm.model.Seg3384.2	2.0285	0.58	0.0497	0.084	0.0453	0.677	0.007
evm.model.Seg3384.3	4.937	1.3	0.3737	0.3387	0.152	0.0	0.1155
evm.model.Seg3386.1	9.009	1.7075	0.552	0.4853	0.8373	0.5823	0.461
evm.model.Seg3386.3	35.811	2.527	0.526	0.4143	0.6897	0.8217	0.6945
evm.model.Seg3394.2	25.0555	5.563	4.658	5.145	8.3663	13.8143	5.929
evm.model.Seg3399.1	2.3335	0.269	0.3507	0.1807	0.334	1.3727	0.369
evm.model.Seg340.1	1.698	1.045	0.7373	0.0503	0.19	0.0	0.0435
evm.model.Seg3408.2	39.887	20.8285	9.165	8.4787	14.628	10.6483	13.4915
evm.model.Seg34.1	103.536	26.9975	24.8973	19.913	21.1683	42.651	37.401
evm.model.Seg3417.1	0.7985	0.2265	0.056	0.0	0.1507	0.1013	0.0
evm.model.Seg3429.4	274.478	79.0835	367.3253	140.3323	39.49	80.7733	123.5625
evm.model.Seg3444.1	21.771	5.1305	1.184	1.3427	1.5857	1.3873	1.973
evm.model.Seg3453.1	10.957	10.0705	6.934	1.4747	3.7567	1.315	0.2965
evm.model.Seg3464.2	2.5025	0.4995	0.3913	0.227	0.4663	0.3043	0.2185
evm.model.Seg3466.2	23.265	5.788	5.194	6.254	3.8477	9.941	5.753
evm.model.Seg347.1	5.417	0.3925	3.686	0.0	0.7963	4.3353	5.5025
evm.model.Seg3476.2	1.921	0.5505	1.011	0.031	0.195	0.3227	0.1665
evm.model.Seg3484.2	6.0705	5.2245	15.071	0.0	0.0	0.0	0.0
evm.model.Seg3485.2	6.622	6.864	1.318	5.5987	0.0983	2.7967	8.701
evm.model.Seg3495.1	0.33	5.6435	2.804	0.4807	0.1913	1.1597	0.759
evm.model.Seg350.7	15.8815	4.9775	1.2307	0.962	1.2067	3.1667	0.4145
evm.model.Seg35.1	3.3445	3.2545	1.1853	0.1607	0.2553	0.7857	1.6365
evm.model.Seg3521.3	2.918	4.543	2.2673	0.7307	0.8223	0.6227	0.836
evm.model.Seg3525.1.1.57f48f7a	0.326	2.138	1.3853	0.1637	0.2363	0.74	0.4855
evm.model.Seg3528.3	6.073	31.991	12.5053	3.2733	4.7473	10.507	10.44
evm.model.Seg353.15.1.57f48f7a	0.6205	1.1455	0.3997	0.214	0.14	0.4387	0.1545
evm.model.Seg353.5	0.2835	1.003	1.3423	0.0	0.076	0.872	0.104
evm.model.Seg3539.1	3.795	16.222	12.156	2.6943	3.272	3.416	3.779
evm.model.Seg3539.3	1880.899	1524.564	25.2303	36.4507	53.982	150.148	410.769
evm.model.Seg355.2	0.4035	1.354	1.7433	0.086	0.2277	0.0	0.362
evm.model.Seg355.5	8.9025	1.3095	2.379	3.099	1.0593	2.9953	6.5575
evm.model.Seg356.1	10.895	10.762	10.086	6.1607	1.3743	2.1443	3.81
evm.model.Seg3567.1	4.2925	2.8755	2.296	0.5647	1.007	3.0107	3.619
evm.model.Seg3567.2	1.157	1.346	1.2967	0.14	0.4423	0.6723	0.642
evm.model.Seg3575.2	2.087	1.1225	1.8647	0.034	0.5873	0.4933	0.0925
evm.model.Seg358.5	9.2825	7.02	5.774	0.892	2.1293	4.0967	1.4575
evm.model.Seg3592.2	0.429	5.361	0.8603	0.0597	0.161	0.16	0.0505
evm.model.Seg3600.2	2.9105	7.197	2.1357	0.453	0.589	0.5443	0.1255
evm.model.Seg3606.2	0.783	0.5095	0.3157	0.02	0.2097	0.0913	0.0
evm.model.Seg3628.1	7.0905	9.1865	2.9827	1.457	3.946	1.578	0.7705
evm.model.Seg363.1	0.3955	2.614	1.957	0.3953	0.6827	0.421	0.8675
evm.model.Seg3635.2	6.3885	1.829	0.8953	0.6843	1.7347	0.4817	0.6775
evm.model.Seg3635.5	4.8665	9.1735	4.8297	2.2393	1.7017	1.0233	1.028
evm.model.Seg3647.2	71.1135	28.852	13.8853	14.929	21.8237	42.9517	33.575
evm.model.Seg3651.4	0.535	1.622	0.678	0.2833	0.4807	0.627	0.4365
evm.model.Seg3660.2	31.567	13.8465	7.038	0.4217	1.0567	0.3867	0.2585
evm.model.Seg367.1	5.554	2.326	0.3917	0.39	0.699	1.612	0.423
evm.model.Seg3675.2	1.26	2.545	1.9	0.427	0.664	0.6487	0.4505
evm.model.Seg3694.2	9.774	12.8465	1.0487	0.2847	0.4573	1.718	0.0
evm.model.Seg3707.1	736.3645	167.839	113.6017	21.9377	14.8883	14.265	4.865
evm.model.Seg3714.1	13.4485	5.3035	2.013	0.2773	0.4673	1.2083	1.3535
evm.model.Seg372.2	11.598	20.972	15.8473	4.2157	2.5293	2.5463	3.621
evm.model.Seg3723.3	8.647	4.2265	0.079	0.025	0.0273	0.0	0.0
evm.model.Seg3725.5	1.0535	2.151	1.1353	0.158	0.526	0.8783	0.2785
evm.model.Seg3730.1	42.9815	47.994	102.026	0.196	6.5313	88.0617	154.317
evm.model.Seg373.2	1.975	1.1645	0.756	0.007	0.407	1.293	0.297
evm.model.Seg3742.1	9.8255	25.929	19.344	0.245	7.505	7.4563	12.001
evm.model.Seg3745.2	17.451	8.2675	6.496	2.706	4.7933	11.7747	5.4505
evm.model.Seg3746.2	0.6405	0.966	0.3577	0.1353	0.034	0.133	0.0155
evm.model.Seg3759.1	13.8365	9.506	8.622	9.258	0.7273	17.3993	23.606
evm.model.Seg377.1	4.3755	4.6905	0.913	0.23	0.1433	0.2253	0.0
evm.model.Seg377.10.1.57f48f7b	0.198	0.522	0.312	0.0283	0.0413	0.0	0.0
evm.model.Seg3782.1	2.4145	5.489	4.2083	0.9383	1.196	1.1037	1.425
evm.model.Seg3798.1	13.0815	3.343	0.8297	1.255	7.3733	1.2793	3.1985
evm.model.Seg3809.2	7.928	9.1635	5.47	0.8807	0.0	10.6563	14.392
evm.model.Seg381.11	22.7675	5.311	3.6433	3.5007	5.6167	3.1937	4.2705
evm.model.Seg382.11	33.8645	12.849	6.9323	3.6407	2.522	3.94	4.8535
evm.model.Seg382.13	27.7725	60.9115	27.0713	16.6893	7.0807	3.1327	2.4835
evm.model.Seg3822.1	3.0655	6.019	4.5727	0.2177	0.59	0.644	3.7055
evm.model.Seg383.1	11.687	3.308	6.235	1.5617	1.366	1.0867	0.5765
evm.model.Seg3838.3	8.199	17.0365	2.5827	0.496	6.279	2.4503	2.755
evm.model.Seg385.14	22.576	17.114	4.1867	4.8203	9.5617	3.5253	4.7905
evm.model.Seg385.3	2.3225	5.642	4.3247	0.9233	0.7383	0.1217	0.1885
evm.model.Seg3853.1	69.628	38.29	44.5587	7.3603	4.2393	1.6493	0.841
evm.model.Seg3862.1	4.312	1.2675	1.1033	0.1563	1.0713	0.1703	0.81
evm.model.Seg386.2.1.57f48f7b	7.3135	10.682	5.7953	0.582	2.2853	3.837	4.029
evm.model.Seg387.11	0.933	1.687	0.14	0.0833	0.138	0.0	0.0
evm.model.Seg3875.1	7.44	1.6345	3.5287	1.147	1.9587	2.01	2.187
evm.model.Seg3875.3	158.8305	73.3675	28.859	45.3047	30.1317	29.3057	22.696
evm.model.Seg3908.2.1.57f48f7b	0.9485	1.4935	1.0027	0.1703	0.865	0.2617	0.451
evm.model.Seg391.16	0.539	1.118	0.7683	0.113	0.243	0.1533	0.055
evm.model.Seg3933.4	0.803	2.2195	3.7473	0.445	0.6707	0.1253	0.1765
