Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg81.1	151.918	19.966	170.287	270.679	267.591	110.383	97.901	87.340	82.138	53.142	44.335	99.816	115.178	2.398	1.318	13.368	3.074	0.839
evm.model.Seg8129.2	2.196	0.000	1.515	3.174	1.577	2.257	0.895	5.483	4.689	4.696	3.528	3.536	4.202	0.000	0.000	0.000	2.565	5.279
evm.model.Seg832.6	88.532	35.837	102.360	51.830	23.032	37.991	8.386	30.614	46.546	40.347	29.244	32.148	15.856	0.000	0.000	4.419	0.000	0.000
evm.model.Seg8535.1	18.417	0.956	43.166	2.812	15.208	13.946	0.946	12.310	11.476	12.823	2.154	5.324	5.211	0.445	0.000	0.000	0.000	2.820
evm.model.Seg856.1	2.134	3.745	11.179	7.546	6.173	7.713	3.222	20.107	19.026	19.341	6.420	10.943	12.597	2.289	0.446	0.584	2.134	0.492
evm.model.Seg8628.1	39285.092	27850.947	12378.630	22932.292	18549.168	38387.297	79777.810	10558.606	6741.059	2549.733	965.562	7170.936	6781.191	65.038	277.088	855.622	51.052	199.699
evm.model.Seg8701.2	1.024	0.271	1.362	1.527	0.617	0.505	0.000	0.064	0.000	0.056	0.221	0.755	0.852	0.000	0.000	0.000	0.000	0.000
evm.model.Seg887.8	6.007	0.504	12.033	2.156	4.522	3.266	0.153	14.262	17.229	8.192	1.602	2.010	3.441	1.425	0.000	0.000	3.829	0.000
evm.model.Seg8973.1	9.965	4.636	10.477	13.465	9.556	15.255	1.611	6.005	6.205	5.217	0.801	2.568	3.060	0.000	0.000	0.000	0.116	0.000
evm.model.Seg90.12	1.568	6.935	0.709	1.004	0.595	0.539	0.358	0.139	0.060	2.241	5.426	4.471	4.814	0.226	0.750	0.603	0.077	0.000
evm.model.Seg909.18.1.57f48f7e	0.000	0.000	0.000	0.000	0.134	0.043	0.000	0.000	0.000	0.000	0.311	0.123	0.041	0.000	0.000	0.000	0.000	0.000
evm.model.Seg9131.1	12.069	4.585	4.891	6.354	22.065	22.574	19.892	11.104	9.066	11.419	3.901	5.119	4.342	0.582	0.000	0.000	1.780	0.926
evm.model.Seg915.1	95.416	77.990	35.815	18.372	4.142	0.881	0.000	2.453	4.739	5.700	21.760	15.094	22.754	3.611	0.000	0.000	0.847	0.000
evm.model.Seg9369.1	0.900	1.718	1.105	0.891	0.357	0.000	0.563	0.000	0.000	0.177	3.914	1.444	2.192	1.727	0.324	0.000	0.740	0.405
evm.model.Seg954.8.1.57f48f7e	3.943	0.000	1.848	3.676	3.503	1.787	0.000	1.024	0.301	1.246	0.000	0.550	2.060	0.000	0.000	0.000	0.000	0.000
evm.model.Seg965.11.1.57f48f7e	12.752	9.841	13.722	8.912	26.356	30.424	1.841	17.536	21.938	22.001	28.125	16.119	15.021	12.074	2.251	4.237	1.826	1.432
evm.model.Seg9911.1	4.773	15.807	3.133	3.180	5.414	5.207	3.656	1.333	0.914	1.804	2.858	4.971	5.931	0.637	3.143	7.798	0.108	1.316
evm.model.Seg994.11	6.387	4.520	0.000	5.865	1.710	0.000	0.307	3.744	2.550	2.845	2.941	2.568	1.679	0.000	0.000	0.000	1.795	0.000
evm.model.Seg997.10	1.475	1.898	5.239	0.616	1.041	0.710	0.332	5.952	4.970	5.356	5.074	3.979	4.458	0.000	0.000	0.402	0.154	0.159
evm.model.Seg997.17	2.336	5.450	4.057	2.002	7.020	5.986	0.665	7.339	6.145	5.235	3.721	2.346	1.514	0.336	2.211	0.310	0.639	0.188
evm.model.Seg999.8.1.57f48f7f	3.399	0.943	2.564	3.308	1.822	2.189	0.281	1.525	1.847	3.543	2.285	0.952	1.042	0.000	0.000	0.000	2.719	7.608
