Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg440.1	0.419	0.375	1.570	1.821	1.636	1.787	0.307	0.203	0.321	0.279	0.759	0.591	0.844	0.706	0.324	1.169	0.655	0.318
evm.model.Seg4405.1	5.177	2.053	13.986	13.076	7.184	10.252	0.818	1.557	1.757	1.571	3.314	3.609	3.846	3.145	0.527	0.000	2.049	0.202
evm.model.Seg444.3	2.918	1.046	5.822	6.863	2.796	3.762	0.256	1.013	1.355	0.800	1.029	2.838	2.796	1.323	0.223	0.347	0.539	0.130
evm.model.Seg448.2	1.071	0.000	5.169	5.289	2.298	1.060	0.000	3.104	2.831	3.915	5.205	4.192	2.647	0.000	0.000	0.000	1.179	0.000
evm.model.Seg4522.1	1.366	0.310	4.836	1.158	4.410	3.275	0.000	0.565	0.803	0.474	0.000	0.000	0.000	0.000	0.000	0.219	0.000	0.000
evm.model.Seg4524.2	3.260	0.555	21.434	33.993	0.208	0.000	0.256	0.171	0.241	0.270	0.311	0.090	0.091	0.000	0.588	0.146	0.686	1.533
evm.model.Seg4530.1	1.172	0.504	3.981	9.923	0.878	0.847	0.409	0.981	0.542	0.762	0.718	0.861	0.662	0.699	0.446	0.347	0.262	1.027
evm.model.Seg4583.2.1.57f48f7b	4.595	6.470	13.624	9.996	2.863	4.498	2.403	2.827	2.580	2.194	2.685	4.905	2.647	2.371	4.441	5.479	1.502	4.354
evm.model.Seg4593.2	2.344	1.898	14.180	38.318	1.383	5.661	0.741	4.491	4.719	3.803	3.866	6.316	6.270	5.050	0.000	2.447	1.032	7.376
evm.model.Seg4652.1	7.707	4.597	12.110	12.320	6.158	5.601	1.815	2.251	2.259	2.557	2.465	3.273	3.060	5.509	1.440	1.479	3.105	1.938
evm.model.Seg4751.3	1.203	0.517	2.063	2.176	2.097	3.292	0.256	0.235	0.171	0.614	1.629	1.107	1.390	1.693	0.000	0.438	1.556	0.058
evm.model.Seg4794.1	3.873	3.099	12.527	4.493	4.797	4.609	0.972	1.696	1.626	1.386	2.527	4.167	3.234	5.283	0.000	0.000	2.558	0.159
evm.model.Seg4955.3	0.660	0.452	3.286	1.814	0.506	0.624	0.102	0.149	0.110	0.437	0.476	0.591	0.380	0.000	0.000	0.329	0.000	0.130
evm.model.Seg4985.1	1.017	0.000	2.133	1.553	0.260	0.701	0.000	0.000	0.000	0.000	0.545	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg503.19	0.551	0.077	0.757	1.681	1.525	1.069	0.000	0.117	0.030	0.428	0.069	0.107	0.000	0.000	0.000	0.000	0.724	0.000
evm.model.Seg5077.1	1.715	2.815	4.537	12.896	1.606	1.308	1.636	1.835	1.556	1.730	1.947	1.600	1.836	2.474	1.724	0.201	1.464	4.296
evm.model.Seg5077.3	3.912	1.072	4.460	7.124	9.824	4.959	0.000	0.843	0.673	0.614	0.235	2.182	3.672	0.802	0.223	1.278	2.265	0.000
evm.model.Seg515.8	0.466	1.033	2.209	1.225	2.194	2.138	0.000	0.000	0.000	0.000	0.000	0.796	1.042	0.000	0.000	0.000	0.239	0.000
evm.model.Seg517.2.1.57f48f7c	0.000	0.000	0.597	1.252	0.089	0.128	1.764	0.000	0.000	0.000	0.463	0.000	0.637	0.000	0.000	0.000	1.009	0.000
evm.model.Seg5.2.1.57f48f7c	0.000	0.000	0.000	1.232	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg5220.1	15.422	1.937	13.791	12.809	3.592	4.027	0.000	2.613	0.462	2.167	0.331	0.550	0.000	0.000	0.000	0.000	1.271	3.384
evm.model.Seg5266.2	0.574	0.077	1.077	0.743	0.491	0.479	0.000	0.117	0.161	0.102	0.138	0.016	0.058	0.000	0.223	0.000	0.000	0.000
evm.model.Seg5287.1	2.290	1.020	17.543	46.306	5.734	4.173	0.205	3.787	4.076	3.840	6.655	7.145	7.974	5.797	0.000	3.379	5.601	5.380
evm.model.Seg530.4	1.808	0.956	3.272	5.584	1.636	1.975	2.429	0.907	0.331	0.809	0.690	0.254	0.802	0.000	0.000	0.000	0.000	0.275
evm.model.Seg535.3	0.163	0.039	0.452	0.703	0.059	0.017	0.026	0.043	0.060	0.037	0.221	0.025	0.074	0.000	0.000	0.000	0.223	0.130
evm.model.Seg5497.2	1.909	1.795	5.899	9.688	6.425	2.300	1.099	0.693	0.653	1.079	1.802	2.912	3.838	5.955	0.588	0.968	1.672	0.767
evm.model.Seg5500.2	0.667	0.000	1.112	0.636	0.022	0.000	0.051	0.096	0.070	0.000	0.000	0.000	0.157	0.000	0.000	0.000	0.639	0.159
evm.model.Seg550.11.2.57f48f7c	0.000	0.000	0.389	3.977	3.086	2.369	0.000	2.005	1.677	1.971	0.000	1.181	1.108	0.000	0.000	0.000	0.755	0.000
evm.model.Seg5523.1	0.520	0.181	1.424	1.386	1.800	0.676	0.026	0.213	0.311	0.260	0.104	0.263	0.389	0.576	0.000	0.000	0.169	0.000
evm.model.Seg5693.1	0.419	0.181	0.632	0.763	0.350	0.128	0.767	0.181	0.161	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.405
evm.model.Seg5768.1	2.204	0.762	4.877	4.359	1.591	1.437	0.281	0.555	0.492	0.781	0.918	1.542	1.274	0.123	0.000	0.219	0.385	0.174
evm.model.Seg5768.2	7.117	1.718	11.290	9.809	2.566	3.737	0.435	1.195	1.546	2.222	3.410	4.061	3.689	3.221	0.507	0.402	0.532	0.289
evm.model.Seg581.2	0.613	1.188	1.403	0.716	0.513	0.949	0.051	0.171	0.161	0.186	0.387	0.427	0.422	0.164	0.000	0.073	0.354	0.116
evm.model.Seg5921.2	4.401	3.474	6.510	9.762	2.417	2.505	1.534	3.093	2.339	3.031	2.002	1.550	1.563	1.693	4.746	2.648	1.410	5.699
evm.model.Seg5922.1	1.816	0.271	7.788	25.530	0.840	5.986	0.000	0.395	0.602	0.260	0.221	0.271	0.372	0.000	0.000	0.000	0.000	0.000
evm.model.Seg5970.1	1.568	0.400	2.946	2.959	4.618	4.694	0.869	0.640	0.653	0.642	2.347	2.436	2.696	3.851	0.081	0.749	1.810	0.217
evm.model.Seg5971.2	0.272	0.400	1.119	6.495	0.223	0.231	0.026	0.267	0.251	0.298	0.435	0.336	0.157	0.439	0.000	0.000	0.154	0.116
evm.model.Seg601.4	0.559	0.400	1.918	3.790	1.926	1.616	0.000	0.459	0.633	0.623	0.877	0.566	0.306	0.349	0.000	0.292	0.871	0.434
evm.model.Seg601.5	4.168	1.059	14.111	17.844	4.336	5.550	1.125	4.288	4.377	4.426	4.184	3.388	3.846	2.816	0.953	1.151	2.142	1.229
evm.model.Seg6026.1	0.373	0.000	1.417	1.125	0.238	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.000	0.000	0.000	0.108	0.000
evm.model.Seg6033.1	5.448	6.703	27.290	12.179	3.704	5.746	3.043	2.443	2.540	3.143	4.522	4.413	3.722	6.393	1.399	2.885	3.752	1.519
evm.model.Seg616.2.1.57f48f7d	0.000	0.000	0.000	3.629	0.193	0.855	0.000	0.075	0.000	0.112	0.490	0.935	1.208	0.603	0.000	0.000	0.000	0.000
evm.model.Seg6295.4	8.398	4.972	14.208	14.797	4.730	6.524	0.384	1.163	0.974	1.255	2.637	3.601	3.838	3.817	0.304	0.968	2.897	0.289
evm.model.Seg6437.1	0.481	0.413	1.480	1.567	1.658	2.839	0.051	0.235	0.402	0.186	1.305	0.763	0.480	0.726	0.000	2.118	0.308	0.521
evm.model.Seg645.2	1.607	0.904	6.065	13.860	2.938	2.454	0.690	2.976	2.098	2.380	2.271	2.018	2.043	1.083	2.859	5.113	1.263	4.599
evm.model.Seg657.8	1.048	0.594	1.487	4.191	0.208	0.000	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.521
evm.model.Seg660.6.1.57f48f7d	9.135	1.834	9.421	9.635	4.960	4.036	0.920	0.875	0.924	1.469	1.615	1.255	0.000	1.412	3.225	2.630	2.080	4.672
evm.model.Seg661.1	0.768	0.865	3.724	3.368	0.706	0.359	4.193	0.992	0.964	1.246	0.276	0.492	0.711	0.000	0.000	0.000	0.377	0.159
evm.model.Seg661.1.1.57f48f7d	0.186	0.000	8.004	5.966	2.633	0.274	8.923	1.259	0.633	0.697	0.469	0.492	0.852	0.576	0.629	0.000	0.000	0.000
evm.model.Seg663.9	1.731	0.607	1.660	2.698	1.034	1.317	0.281	0.288	0.291	0.130	0.822	0.074	0.149	1.110	0.183	0.000	0.724	0.955
evm.model.Seg6748.1	1.995	0.581	3.397	4.151	0.647	0.710	0.435	0.213	0.211	0.353	0.228	0.574	0.629	0.000	0.831	0.219	0.439	0.174
evm.model.Seg675.23.1.57f48f7d	0.000	1.563	1.799	2.102	3.585	1.787	0.000	0.000	1.335	1.116	0.000	0.861	0.579	0.000	0.000	0.000	0.000	0.853
evm.model.Seg6817.1	46.086	33.526	130.053	110.503	17.201	12.330	17.540	6.368	3.584	6.091	30.797	28.645	16.873	4.262	7.788	26.626	0.000	13.032
evm.model.Seg683.5	0.000	0.426	1.799	2.230	0.595	0.847	0.997	0.000	0.070	0.149	1.111	0.304	0.240	0.692	0.000	0.000	0.000	0.000
evm.model.Seg6888.1	0.326	0.362	1.320	1.868	0.766	1.163	0.281	0.171	0.291	0.251	0.711	0.476	0.480	0.123	0.000	0.402	0.324	0.347
evm.model.Seg694.4	1.374	0.052	2.765	3.977	0.729	0.752	0.358	0.139	0.131	0.707	1.229	0.664	0.240	0.911	0.406	0.146	0.439	0.333
evm.model.Seg694.6	0.993	0.697	1.230	3.408	1.078	0.633	0.000	0.448	0.000	0.000	0.000	0.468	1.663	0.000	0.000	0.000	0.000	0.000
evm.model.Seg698.10	0.776	0.878	5.009	5.705	1.339	0.915	0.179	0.405	0.502	0.670	1.477	1.165	1.034	1.213	0.385	1.023	1.471	0.506
evm.model.Seg699.7	4.587	2.415	8.358	9.822	6.730	6.533	0.460	1.568	1.677	2.455	4.743	3.650	2.787	5.701	0.446	1.114	4.576	0.506
evm.model.Seg7046.3	2.437	7.671	7.809	13.438	1.926	2.146	0.614	0.523	0.562	1.888	2.478	2.051	1.787	3.056	0.771	0.347	0.555	3.587
evm.model.Seg709.3	0.047	0.039	0.591	1.426	1.182	1.146	0.077	1.109	1.185	0.772	0.518	0.673	0.546	0.322	0.183	0.000	0.108	0.275
evm.model.Seg7098.1	1.110	0.413	7.497	6.441	3.451	1.736	0.000	2.453	3.946	1.227	0.000	0.451	1.464	0.000	0.000	0.000	0.000	0.000
evm.model.Seg711.8	1.801	0.969	4.148	6.287	0.245	0.316	0.230	0.000	0.833	0.883	0.670	0.722	0.662	0.932	0.000	0.000	0.324	1.316
evm.model.Seg716.1.2.57f48f7d	0.660	0.000	0.486	1.506	0.164	0.291	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.177	0.159
evm.model.Seg716.1.3.57f48f7d	0.217	0.000	0.632	1.232	0.126	0.607	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.043
evm.model.Seg7206.2	1.614	0.194	4.495	5.792	1.763	1.736	0.000	0.640	1.375	1.246	1.312	2.018	1.340	2.296	0.000	0.822	2.665	0.159
evm.model.Seg732.2	1.933	1.214	4.704	8.805	0.402	0.787	1.048	2.891	3.855	3.878	4.177	2.691	2.589	0.075	0.142	0.128	2.242	0.072
evm.model.Seg733.2	0.528	0.271	4.002	3.756	0.030	0.000	0.000	0.053	0.000	0.028	0.324	0.000	0.000	0.000	0.000	0.000	0.000	0.174
evm.model.Seg7373.3	1.956	0.917	8.212	5.972	2.343	2.471	0.537	0.235	0.432	0.232	0.400	2.445	1.340	0.000	0.000	0.000	0.000	0.000
evm.model.Seg7406.1	0.078	0.103	0.195	1.513	0.275	0.162	0.000	0.000	0.080	0.000	0.000	0.082	0.265	0.000	0.548	0.183	0.000	0.636
evm.model.Seg7463.1	0.217	0.232	2.849	6.716	4.693	2.471	0.000	2.453	1.797	1.692	1.367	2.067	2.093	0.178	0.385	1.023	0.924	0.636
evm.model.Seg7483.1	6.853	0.245	6.579	7.974	3.034	4.412	0.844	0.032	0.161	0.000	0.387	0.049	0.041	1.727	1.602	0.000	2.658	1.562
evm.model.Seg749.4	0.341	0.375	1.007	2.116	0.305	0.120	0.256	0.053	0.000	0.000	0.145	0.180	0.314	0.000	0.000	0.000	0.000	0.000
evm.model.Seg75.3	4.703	1.395	6.378	6.709	2.350	0.239	0.026	0.747	0.271	1.767	0.490	0.000	0.331	0.000	0.000	1.351	0.000	7.883
evm.model.Seg7600.1	0.458	0.465	1.688	1.547	0.699	1.009	0.230	0.309	0.472	0.446	0.221	0.066	0.124	0.199	0.243	0.292	0.354	0.217
evm.model.Seg7629.1	1.141	0.775	4.384	9.508	1.220	1.291	0.793	2.165	2.118	2.185	1.892	1.370	1.514	1.055	1.298	1.041	1.687	4.730
evm.model.Seg7705.1	2.779	1.356	5.787	9.026	5.793	6.627	0.511	0.864	1.215	1.516	3.963	4.397	4.103	5.640	0.284	0.000	6.502	0.087
evm.model.Seg7750.1	0.202	0.000	0.278	0.710	0.104	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg7828.2	0.404	0.439	1.348	2.283	0.097	0.026	0.332	0.064	0.060	0.065	0.318	0.066	0.025	0.192	0.000	0.000	0.000	0.145
evm.model.Seg7911.1	0.000	0.000	2.057	8.316	6.068	9.064	0.639	0.000	0.191	0.214	0.497	0.148	0.132	0.000	0.000	0.000	0.231	0.000
evm.model.Seg7921.1	0.310	0.607	0.868	2.417	1.681	1.206	0.256	0.299	0.291	0.391	0.449	0.509	0.538	0.651	0.264	0.584	0.054	0.434
evm.model.Seg8019.1	0.458	0.232	1.091	1.098	0.706	1.488	0.281	0.000	0.050	0.093	0.262	0.705	0.505	0.445	0.000	0.804	0.493	0.477
evm.model.Seg802.4	4.253	0.504	8.038	9.735	0.952	3.497	1.176	1.547	0.934	0.251	1.733	1.862	1.456	2.412	0.000	0.000	0.824	1.707
evm.model.Seg803.7	1.506	0.943	8.733	6.876	6.946	5.199	0.000	2.709	4.568	5.747	7.608	7.014	6.055	7.771	0.000	2.885	4.206	0.709
evm.model.Seg8050.1	38.876	16.802	48.793	100.111	36.121	62.695	31.321	24.608	21.737	17.323	9.113	18.818	19.165	14.068	11.884	15.450	11.609	3.182
evm.model.Seg808.4	5.712	4.740	28.437	55.800	6.857	3.993	2.582	11.147	10.843	10.591	7.532	6.743	7.428	4.865	4.299	3.707	5.616	5.106
evm.model.Seg818.8.1.57f48f7e	0.000	0.000	1.084	1.024	1.004	1.163	0.179	0.000	0.633	1.367	2.616	1.444	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg819.3	0.000	0.297	0.535	0.261	0.216	0.000	0.000	0.000	0.020	0.000	0.214	0.320	0.149	0.240	0.000	0.000	0.162	0.000
evm.model.Seg8248.1	2.336	3.371	4.134	7.499	1.019	2.206	0.869	0.640	0.552	1.441	3.397	0.755	0.000	0.000	2.657	0.000	2.257	1.808
evm.model.Seg831.11	0.706	0.129	1.174	2.430	0.297	0.239	0.077	0.160	0.151	0.130	0.110	0.164	0.033	0.000	0.000	0.000	0.000	0.000
evm.model.Seg841.11	1.358	1.149	5.482	4.734	5.436	5.421	0.895	0.789	0.904	0.967	2.327	2.404	1.911	0.466	1.014	4.127	2.542	0.984
evm.model.Seg841.23	0.830	0.103	2.182	3.301	0.491	1.471	0.000	0.405	0.271	0.195	0.083	0.484	0.430	0.000	0.000	0.000	0.000	0.174
evm.model.Seg8422.2	99.049	57.804	81.837	121.778	9.065	7.627	28.125	12.096	8.514	9.559	5.219	5.882	5.178	0.000	0.000	0.256	0.524	5.843
evm.model.Seg8456.1	2.088	0.517	4.509	4.613	2.090	1.556	0.000	0.779	1.024	0.651	6.427	2.371	1.067	1.830	0.000	0.000	0.724	0.000
evm.model.Seg858.3	0.962	0.684	1.271	2.839	0.788	0.633	0.486	0.395	0.412	0.363	0.532	0.599	0.422	2.645	0.000	0.201	0.000	0.723
evm.model.Seg861.9	1.071	1.007	0.945	3.515	1.123	0.898	0.000	0.384	0.100	0.102	1.084	0.246	0.678	0.000	1.338	0.000	0.000	0.376
evm.model.Seg8619.1	2.010	0.672	1.480	2.531	0.260	0.599	0.153	0.075	0.211	0.112	0.297	0.509	0.182	0.000	0.000	0.000	0.362	0.289
evm.model.Seg8701.1	0.582	0.000	2.640	3.763	0.692	0.889	0.000	0.000	0.000	0.112	0.608	0.664	0.811	0.000	0.000	0.000	0.000	0.000
evm.model.Seg870.2	1.544	0.839	2.557	4.299	9.192	3.241	0.000	0.341	0.321	0.679	1.319	1.583	1.588	1.501	0.000	0.858	0.924	0.318
evm.model.Seg8770.1	2.282	0.065	4.988	5.109	3.086	1.419	0.230	1.589	1.667	1.534	1.063	0.927	1.175	0.308	0.000	0.840	1.279	0.434
evm.model.Seg88.3	0.000	0.336	0.597	3.408	0.350	0.376	0.000	1.888	1.245	1.683	1.443	1.591	1.456	0.000	0.000	0.000	1.618	0.000
evm.model.Seg883.7	3.803	0.788	6.065	4.714	1.108	2.976	0.179	1.056	0.813	1.116	1.643	1.846	1.845	3.817	0.000	0.000	2.350	0.810
evm.model.Seg8911.1	3.244	0.207	2.126	2.564	0.811	1.462	0.460	0.565	0.151	0.270	0.656	0.853	0.529	0.884	0.000	0.475	1.233	0.434
evm.model.Seg896.4	86.219	37.774	976.988	647.054	32.863	6.533	206.669	64.438	33.785	32.313	13.745	18.145	23.019	0.754	12.371	12.747	0.254	2.922
evm.model.Seg898.1	13.217	1.821	30.855	21.606	5.912	7.020	0.563	4.757	4.859	6.807	16.023	19.942	17.221	15.357	0.243	2.319	12.973	0.275
evm.model.Seg902.1	0.233	0.323	0.403	0.957	0.268	0.376	0.000	0.021	0.060	0.037	0.000	0.131	0.099	0.199	0.000	0.183	0.339	0.000
evm.model.Seg904.4	1.257	0.284	2.793	6.173	2.194	1.189	0.051	1.504	1.446	1.609	1.229	0.623	0.711	0.891	0.750	0.000	0.639	0.752
evm.model.Seg910.12	0.504	0.555	1.202	1.634	1.673	1.479	0.179	0.203	0.291	0.372	0.725	0.705	0.620	0.247	0.162	0.365	0.108	0.029
evm.model.Seg915.4	1.374	0.000	4.961	4.707	3.845	2.463	0.256	0.661	1.165	0.316	0.200	0.295	0.174	0.000	0.000	0.000	3.336	0.000
evm.model.Seg940.6.1.57f48f7e	2.189	2.441	9.609	20.040	1.227	1.932	2.224	3.808	2.841	2.678	1.712	1.542	1.423	2.529	7.930	6.300	3.251	9.705
evm.model.Seg94.18	0.241	0.039	0.646	0.723	0.052	0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000
evm.model.Seg95.2	0.116	0.529	1.049	1.279	0.193	0.299	0.179	0.203	0.110	0.214	0.580	0.279	0.281	0.000	0.446	0.000	0.277	0.521
evm.model.Seg954.8.2.57f48f7e	0.000	0.891	2.626	3.421	5.183	3.130	0.000	1.131	0.582	0.995	1.843	1.706	0.968	0.000	0.000	0.000	1.287	0.000
evm.model.Seg9553.1	0.303	0.000	1.146	0.978	0.580	0.368	0.051	0.021	0.050	0.214	0.242	0.025	0.000	0.308	0.000	0.000	0.339	0.000
evm.model.Seg974.6	2.701	0.349	8.698	12.012	15.922	31.031	5.267	0.181	0.110	0.028	8.609	0.894	1.183	0.000	0.000	0.000	0.000	0.000
evm.model.Seg983.2	1.211	0.000	2.286	1.754	2.224	1.838	0.000	0.224	0.602	0.214	0.373	1.362	0.827	0.000	0.000	1.023	1.895	0.000
evm.model.Seg9841.1	0.000	0.000	9.442	8.309	3.443	2.847	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.000
evm.model.Seg999.7	28.065	41.623	173.650	118.765	14.227	20.223	19.867	37.334	37.771	35.298	30.597	28.096	26.890	28.349	46.178	42.715	16.740	20.784
