	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg8701.2	0.6475	1.4445	0.374	0.04	0.6093	0.0	0.0
evm.model.Seg887.8	3.2555	7.0945	2.647	13.2277	2.351	0.475	1.9145
evm.model.Seg8973.1	7.3005	11.971	8.8073	5.809	2.143	0.0	0.058
evm.model.Seg90.12	4.2515	0.8565	0.4973	0.8133	4.9037	0.5263	0.0385
evm.model.Seg909.18.1.57f48f7e	0.0	0.0	0.059	0.0	0.1583	0.0	0.0
evm.model.Seg9131.1	8.327	5.6225	21.5103	10.5297	4.454	0.194	1.353
evm.model.Seg915.1	86.703	27.0935	1.6743	4.2973	19.8693	1.2037	0.4235
evm.model.Seg9369.1	1.309	0.998	0.3067	0.059	2.5167	0.6837	0.5725
evm.model.Seg954.8.1.57f48f7e	1.9715	2.762	1.7633	0.857	0.87	0.0	0.0
evm.model.Seg965.11.1.57f48f7e	11.2965	11.317	19.5403	20.4917	19.755	6.1873	1.629
evm.model.Seg9911.1	10.29	3.1565	4.759	1.3503	4.5867	3.8593	0.712
evm.model.Seg994.11	5.4535	2.9325	0.6723	3.0463	2.396	0.0	0.8975
evm.model.Seg997.10	1.6865	2.9275	0.6943	5.426	4.5037	0.134	0.1565
evm.model.Seg997.17	3.893	3.0295	4.557	6.2397	2.527	0.9523	0.4135
evm.model.Seg999.8.1.57f48f7f	2.171	2.936	1.4307	2.305	1.4263	0.0	5.1635
