Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg5812.3	9.539	6.883	5.801	8.564	24.727	56.136	59.855	31.339	26.355	21.006	9.479	26.792	25.443	9.923	5.090	4.310	10.207	11.658
evm.model.Seg5847.2	3.935	3.241	2.168	1.352	5.890	9.945	4.756	7.509	8.283	7.764	3.203	4.184	2.415	7.257	3.671	0.493	4.014	5.901
evm.model.Seg5856.3	1.296	0.491	2.675	3.917	1.175	2.591	0.000	1.589	1.787	0.781	0.000	0.377	0.356	4.132	0.000	1.351	1.163	0.275
evm.model.Seg5859.2	5.045	17.292	0.000	1.881	44.316	23.438	36.026	17.142	20.221	24.893	15.271	16.751	17.146	0.000	9.207	15.961	5.346	0.000
evm.model.Seg588.2	0.000	0.129	1.334	0.000	7.340	3.215	0.000	4.469	4.307	5.021	2.872	3.248	3.557	0.000	0.000	0.000	1.841	0.000
evm.model.Seg5965.2	6.224	1.020	10.456	8.557	102.866	96.753	419.781	60.172	42.078	34.861	4.184	5.381	0.281	44.562	22.511	9.460	38.018	56.379
evm.model.Seg599.12	0.489	4.417	1.383	5.102	11.125	32.519	62.105	4.885	3.906	2.892	1.194	2.477	2.432	0.336	2.190	1.187	0.231	0.824
evm.model.Seg6004.3	1.118	0.065	0.681	0.649	5.830	7.328	4.065	10.016	7.922	7.374	3.031	9.097	8.536	5.592	0.000	1.004	2.134	3.703
evm.model.Seg6034.2	0.551	1.873	0.229	0.589	31.116	56.102	236.328	82.785	49.708	49.534	11.985	16.013	7.833	0.315	2.393	0.274	1.179	2.864
evm.model.Seg605.1	3.593	5.514	4.592	7.171	39.341	36.726	72.895	23.382	15.241	14.236	8.098	4.290	3.168	74.961	14.886	10.592	129.491	73.461
evm.model.Seg6071.1	0.000	0.245	0.000	0.000	0.305	0.000	0.997	0.853	0.422	0.353	0.159	0.213	0.265	0.295	0.000	0.000	0.254	0.000
evm.model.Seg6071.2	0.000	0.349	0.000	0.000	0.744	0.325	0.256	0.704	0.472	0.260	0.186	0.123	0.091	0.000	0.000	0.000	0.000	0.000
evm.model.Seg6085.3	0.194	1.291	0.125	0.281	5.310	8.286	0.000	4.245	6.215	5.198	4.653	3.052	3.714	0.000	0.000	0.730	0.000	0.231
evm.model.Seg6152.1	0.776	20.392	0.139	0.455	5.741	0.214	1534.100	388.231	228.823	164.420	9.962	119.914	113.474	7.901	5.455	29.914	15.030	15.086
evm.model.Seg6190.2	1.498	3.448	5.120	2.029	15.483	96.394	84.836	1.867	0.924	1.720	1.436	4.061	4.756	23.676	6.368	17.952	16.062	0.940
evm.model.Seg627.4	5.728	1.911	3.912	3.368	9.497	11.321	6.162	15.787	13.223	10.694	3.383	9.885	9.826	21.921	1.744	3.853	8.867	0.984
evm.model.Seg6275.1	0.078	0.000	0.000	0.000	4.276	0.855	0.230	0.875	0.924	1.125	0.207	0.098	0.000	3.029	0.000	0.000	3.497	0.116
evm.model.Seg6310.3	0.000	3.267	0.167	0.000	115.122	86.441	95.881	203.257	226.212	106.405	20.193	81.605	41.663	15.960	3.610	5.150	90.010	1.577
evm.model.Seg6395.1	0.000	0.672	0.000	0.094	0.097	0.000	8.847	2.699	1.968	1.097	0.000	0.935	1.208	0.000	0.000	0.000	0.000	0.000
evm.model.Seg6395.2	0.194	0.000	0.653	1.044	1.978	1.830	1.125	3.029	1.807	2.315	1.305	1.698	1.489	0.254	0.000	0.000	0.308	0.000
evm.model.Seg6403.1	0.000	0.000	0.000	0.094	0.416	0.368	3.963	1.237	1.245	1.051	0.000	0.386	0.554	0.000	0.000	0.000	0.347	0.000
evm.model.Seg6405.1	0.000	0.245	0.000	0.000	1.435	4.848	1.534	2.784	3.474	4.817	3.217	1.616	2.415	0.000	0.000	0.000	0.000	0.000
evm.model.Seg6410.1	1.785	1.253	3.509	0.000	28.535	29.107	12.912	11.915	6.406	6.109	2.554	2.650	2.945	4.886	2.839	0.621	2.404	0.868
evm.model.Seg6460.2	1.102	3.241	0.695	0.295	52.147	35.871	103.910	81.409	84.377	54.974	8.809	32.501	28.553	7.202	2.576	10.629	19.999	12.207
evm.model.Seg6512.1	65.466	30.736	213.460	103.533	240.610	112.093	1323.365	277.018	174.235	158.264	39.606	127.157	85.451	125.478	14.865	35.557	102.143	375.185
evm.model.Seg65.2	0.295	2.932	1.535	0.569	14.784	10.791	55.279	14.603	7.309	8.592	3.286	4.922	4.235	4.345	4.360	2.648	12.811	20.914
evm.model.Seg65.2.1.57f48f7d	1.242	2.635	0.195	2.852	3.339	11.894	6.852	9.259	9.086	5.589	0.808	1.813	1.621	1.062	0.000	1.899	2.018	0.000
evm.model.Seg6540.2	0.000	0.000	0.000	1.111	0.000	0.368	1.381	0.672	0.542	0.809	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000
evm.model.Seg6541.1	0.202	0.000	0.306	0.375	18.257	33.006	3.580	0.000	0.000	0.000	0.000	0.000	0.000	0.624	0.000	0.621	0.524	0.145
evm.model.Seg6589.1	0.830	1.072	0.000	0.382	9.341	10.338	5.267	17.003	20.913	11.270	3.542	12.165	7.237	0.473	0.000	2.538	4.314	0.000
evm.model.Seg659.5	2.344	1.808	2.842	2.029	7.288	9.808	24.852	10.059	10.231	9.113	4.280	5.414	6.543	3.810	5.415	1.571	1.911	3.486
evm.model.Seg660.1	10.043	0.362	3.988	2.939	29.457	2.369	32.446	30.017	21.074	39.361	2.962	9.409	11.555	0.576	1.257	3.725	1.179	1.012
evm.model.Seg675.29	3.562	0.930	7.135	9.414	81.790	23.840	0.537	3.435	5.221	7.002	18.315	28.432	31.927	16.282	0.284	1.571	15.215	0.260
evm.model.Seg6789.3	0.000	1.485	0.000	0.000	2.343	1.556	0.000	4.491	2.861	2.966	0.000	0.402	1.332	0.000	0.000	0.000	0.593	0.000
evm.model.Seg6869.1	0.000	0.000	0.424	0.248	4.641	2.027	5.625	1.941	2.078	3.096	1.878	2.912	2.250	0.911	0.000	0.000	1.402	0.000
evm.model.Seg68.8.4.57f48f7d	0.295	0.000	0.000	0.556	1.435	0.470	0.205	0.000	0.000	0.000	0.000	0.131	0.538	0.000	0.000	0.384	0.570	0.000
evm.model.Seg6947.3	0.140	0.065	0.118	0.549	2.134	3.360	15.929	1.600	1.657	0.753	0.449	0.984	0.438	0.000	0.000	0.694	0.000	0.000
evm.model.Seg698.3.1.57f48f7d	0.473	2.609	0.806	0.000	0.409	2.129	35.668	24.438	18.253	14.850	2.872	8.400	10.835	14.020	8.335	31.904	2.457	5.149
evm.model.Seg698.5	0.171	0.271	0.049	0.134	1.696	1.248	0.026	0.512	0.713	0.428	0.104	0.000	0.000	0.137	0.304	0.000	0.000	0.333
evm.model.Seg7015.1	15.243	1.653	10.984	6.963	11.148	32.656	7.568	7.520	9.036	4.426	1.905	0.829	1.009	9.162	0.000	0.493	4.853	1.041
evm.model.Seg730.3	1.327	12.721	44.972	89.713	9.229	143.201	257.729	231.449	163.964	78.351	0.815	2.084	1.423	9.607	5.881	13.624	8.220	2.893
evm.model.Seg733.8	0.186	0.426	0.889	0.870	1.368	3.677	3.426	3.371	3.313	2.678	1.919	2.600	1.224	0.617	0.000	0.000	1.263	0.000
evm.model.Seg733.9.2.57f48f7d	1.459	0.000	0.000	0.000	0.000	0.239	4.347	1.045	2.038	1.953	0.000	1.271	0.521	0.000	0.000	0.000	2.142	0.000
evm.model.Seg7435.1	7.094	11.700	5.162	3.636	26.252	24.105	121.015	33.302	28.745	26.055	12.813	16.997	11.266	21.181	16.447	12.254	12.334	18.325
evm.model.Seg745.13	0.854	2.363	0.639	0.469	4.797	5.558	4.142	5.515	4.869	4.222	0.677	0.804	1.092	0.302	0.324	1.351	0.100	0.593
evm.model.Seg75.1	398.585	335.385	394.440	413.622	716.409	1178.257	2673.680	1378.968	1393.659	1256.553	948.489	261.066	28.553	969.048	1955.675	1236.298	1093.029	1459.404
evm.model.Seg7577.1	0.000	0.052	1.348	1.085	0.751	0.026	5.702	1.760	2.028	1.041	0.980	1.124	2.002	0.000	0.000	0.000	0.092	0.000
evm.model.Seg7632.1	0.605	0.181	2.223	1.614	12.419	12.809	5.472	0.843	0.823	1.190	1.698	2.026	2.382	2.193	1.420	3.634	3.482	8.013
evm.model.Seg768.2	0.000	6.651	2.751	1.607	61.368	45.371	162.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.451	6.163	21.594
evm.model.Seg775.6	2.996	1.446	1.980	2.605	6.425	3.036	7.287	8.757	7.952	10.117	8.056	7.022	6.179	5.633	3.448	5.077	7.650	2.560
evm.model.Seg7795.1	9.003	4.068	10.547	9.260	25.159	36.221	109.177	29.611	27.660	23.275	10.417	18.129	16.692	44.364	20.564	15.760	19.390	5.800
evm.model.Seg7937.1	0.000	4.378	0.000	0.000	9.846	0.000	11.276	26.048	18.875	15.492	7.753	0.000	0.000	0.000	12.290	5.296	2.789	1.851
evm.model.Seg796.10	0.000	0.413	0.000	0.000	0.870	1.659	1.381	0.501	0.000	0.000	0.463	0.468	0.612	0.000	0.000	0.000	0.532	0.000
evm.model.Seg796.10.2.57f48f7e	0.000	0.413	0.000	0.000	0.870	1.659	1.381	0.501	0.000	0.000	0.463	0.468	0.612	0.000	0.000	0.000	0.532	0.000
evm.model.Seg796.17	0.000	0.607	0.695	1.011	27.159	16.760	41.191	0.309	0.080	0.084	0.152	0.000	0.124	0.000	2.758	0.000	0.000	0.000
evm.model.Seg796.18	0.000	0.000	0.000	0.275	20.459	8.388	25.901	0.320	0.100	0.102	0.179	0.000	0.099	0.000	1.115	0.000	0.000	0.000
evm.model.Seg7962.1	5.394	4.662	9.331	1.413	54.668	90.374	45.077	4.821	3.082	2.315	2.313	2.174	2.026	2.529	4.178	2.794	3.890	13.552
evm.model.Seg803.13	0.000	3.823	0.000	0.000	7.236	10.013	41.753	9.173	10.763	6.872	3.797	7.375	4.648	0.000	0.000	13.313	2.273	0.000
evm.model.Seg8055.1	0.000	0.168	0.000	0.000	1.123	1.710	1.815	1.557	1.044	1.265	0.221	0.509	0.538	0.000	0.000	0.000	0.000	0.000
evm.model.Seg816.3	21.871	1.537	18.085	17.094	179.026	194.233	247.118	31.585	23.072	43.927	17.791	31.722	19.355	30.391	2.434	5.661	86.012	12.048
evm.model.Seg8215.1	3.819	3.461	2.633	3.401	61.815	22.121	52.134	78.817	59.849	39.334	1.636	51.073	42.457	2.618	0.000	3.068	2.681	0.000
evm.model.Seg8253.1	2.957	3.267	2.244	1.902	66.359	112.829	20.889	4.043	5.040	4.417	10.956	14.889	7.138	3.652	1.034	1.479	3.998	3.457
evm.model.Seg8402.1	0.085	0.387	0.118	0.308	2.067	2.557	1.304	1.739	1.566	1.451	1.270	1.173	1.472	0.767	0.000	0.000	2.203	0.174
evm.model.Seg841.4	2.647	0.684	7.601	0.422	12.553	12.031	11.327	14.955	17.028	9.094	3.555	2.568	2.548	2.344	0.690	0.000	1.618	1.374
evm.model.Seg841.5	8.374	6.354	17.411	1.768	35.057	30.680	130.884	55.190	56.977	25.785	9.127	6.161	7.552	7.668	16.224	9.770	6.748	20.278
evm.model.Seg846.2	42.337	91.950	382.949	270.760	45.997	243.477	743.501	365.542	297.125	196.379	55.015	79.735	65.476	129.089	182.967	183.426	67.222	60.328
evm.model.Seg846.9	0.000	0.129	0.056	0.100	9.668	0.000	0.000	1.291	1.546	1.134	1.063	1.862	1.795	0.000	0.000	0.000	0.000	0.043
evm.model.Seg860.3	11.681	35.721	4.905	7.131	42.628	14.776	123.700	89.228	74.688	86.060	46.371	52.648	54.764	0.000	43.683	47.354	9.083	32.760
evm.model.Seg8692.1	6.550	1.098	5.141	5.624	19.945	37.880	59.855	11.179	7.922	7.774	3.162	1.772	0.066	3.913	2.271	1.443	3.621	1.620
evm.model.Seg8838.3	86.615	9.092	54.122	66.895	452.358	551.419	739.462	194.713	192.950	151.625	39.882	125.205	99.694	43.925	16.062	18.299	38.095	20.654
evm.model.Seg897.3	0.000	0.723	0.000	0.060	12.055	10.133	35.080	2.613	5.100	1.125	6.248	4.545	3.466	3.091	0.000	2.611	2.057	0.000
evm.model.Seg9023.1	2.002	0.000	0.000	0.000	2.893	2.557	1.304	4.203	4.538	0.967	1.912	1.993	2.308	2.302	0.000	1.169	0.547	1.027
evm.model.Seg905.5	0.078	0.323	0.049	0.000	20.526	10.047	9.332	0.907	0.452	0.697	0.352	1.304	1.150	0.254	0.548	1.589	0.000	0.000
evm.model.Seg909.11	0.233	0.827	1.515	7.800	14.279	16.982	18.000	5.685	4.327	2.176	1.174	2.764	1.274	0.000	0.872	0.913	0.270	0.463
evm.model.Seg911.1	0.830	1.576	0.361	1.399	13.066	11.757	2.940	0.437	0.713	0.679	1.091	0.960	0.893	0.432	0.000	0.000	0.447	0.159
evm.model.Seg915.2	0.000	0.555	0.736	7.526	18.495	16.931	1.611	8.821	8.544	11.298	6.455	6.177	9.934	4.002	0.000	0.000	4.568	1.880
evm.model.Seg918.5.1.57f48f7e	0.000	0.478	0.340	0.489	0.677	0.590	1.509	0.576	0.733	0.604	0.000	0.656	0.364	0.000	0.000	0.000	0.385	1.996
evm.model.Seg9285.1	13.233	15.097	4.099	0.000	9.973	22.728	22.117	32.694	29.307	27.924	11.536	16.595	14.624	7.065	6.267	0.000	11.571	14.377
evm.model.Seg934.2	1.257	7.232	2.154	1.406	34.202	7.302	17.949	64.086	142.960	15.306	2.768	7.637	4.905	3.796	0.527	3.178	5.608	5.279
evm.model.Seg9396.1	0.000	0.000	0.000	0.696	72.918	36.384	31.423	41.430	33.102	31.485	25.578	44.215	41.232	5.187	5.699	0.000	3.551	13.726
evm.model.Seg9450.1	1.087	0.594	2.376	2.457	31.205	8.739	6.085	8.523	6.396	6.035	1.470	6.382	5.724	7.634	1.683	1.717	4.006	2.444
evm.model.Seg9474.1	0.574	0.788	0.153	0.114	2.268	1.813	1.892	2.208	1.355	0.939	0.159	0.156	0.273	0.000	0.690	0.000	0.000	0.000
evm.model.Seg954.4	2.903	2.131	2.981	2.491	2.320	3.360	19.279	11.243	10.221	8.666	3.410	1.583	1.017	17.234	15.332	7.323	14.136	19.208
evm.model.Seg9569.1	2.996	5.489	2.640	0.549	67.534	42.464	63.205	225.337	281.784	161.807	106.212	229.328	220.439	26.513	6.713	27.266	57.955	8.635
evm.model.Seg959.3	1.156	0.710	2.494	7.285	7.162	9.662	2.045	12.768	10.813	12.116	6.696	6.751	9.628	4.447	0.000	0.000	2.966	0.000
evm.model.Seg9684.1	1.172	0.801	0.813	1.701	1.190	3.147	0.614	1.728	1.516	1.246	0.394	0.427	0.289	0.521	0.811	1.479	0.316	0.260
evm.model.Seg9766.1	1.149	0.736	0.215	0.315	11.356	3.839	0.869	0.213	0.452	0.205	0.000	0.189	0.083	0.000	0.892	0.000	0.000	1.519
evm.model.Seg989.9	2.111	2.208	1.883	1.306	5.689	5.019	6.264	5.632	6.034	6.007	4.149	4.192	4.938	4.858	3.813	1.863	4.676	4.570
evm.model.Seg9919.1	0.210	0.000	0.368	0.000	1.807	2.941	8.054	0.000	0.000	3.162	2.313	3.962	3.548	2.069	0.000	0.000	2.558	0.000
evm.model.Seg9950.2	13.318	30.504	6.343	4.781	36.834	48.791	186.572	124.482	111.003	119.916	33.558	51.048	56.816	15.158	13.932	23.394	22.718	40.382
evm.model.Seg996.5	2.484	3.319	2.765	1.527	6.530	9.013	30.119	8.288	8.895	7.709	6.144	6.661	6.741	11.156	13.507	15.121	6.479	3.963
