	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg7378.1	0.4135	0.0	0.0813	1.9157	0.5157	1.021	0.335
evm.model.Seg7491.1.1.57f48f7d	3.616	0.3515	1.3047	2.3853	3.0	4.018	6.3005
evm.model.Seg752.10	249.223	78.589	431.1943	248.337	441.0383	273.929	177.057
evm.model.Seg756.5	4.754	0.2015	15.5013	19.8633	52.8703	13.0303	9.379
evm.model.Seg760.5	128.8475	19.7655	139.3327	70.3383	55.0183	130.135	118.5035
evm.model.Seg7644.1	11.359	5.9345	13.908	22.0777	6.0827	6.2087	7.6225
evm.model.Seg7722.1	3.377	0.0	0.5063	11.4773	6.1107	1.1443	0.0
evm.model.Seg7809.2	0.1875	0.1075	0.0073	0.6423	0.0	0.0	0.1195
evm.model.Seg783.7	1.0985	0.0845	1.3233	1.046	1.0693	0.373	0.5285
evm.model.Seg786.7	1.2985	0.1845	0.3973	1.2547	0.869	0.706	0.05
evm.model.Seg7972.1	8.972	1.217	39.5053	39.5187	10.4563	50.5907	49.6315
evm.model.Seg800.9	1.8975	0.454	2.0253	2.488	4.2623	2.0057	2.083
evm.model.Seg802.8	0.151	0.0175	0.0613	0.4547	0.244	0.2037	0.155
evm.model.Seg80.3	14.397	6.5465	11.6073	5.512	6.5067	10.978	0.0
evm.model.Seg806.18	0.309	0.169	0.099	1.6453	0.1497	0.1623	0.231
evm.model.Seg8.10	4.41	0.7855	4.9467	3.9427	4.2693	5.597	2.7345
evm.model.Seg81.16	11.63	0.278	2.5957	10.257	4.4117	8.0057	0.34
evm.model.Seg8143.1	4.737	0.6415	1.4157	28.491	9.631	0.242	1.9215
evm.model.Seg818.8.2.57f48f7e	0.715	0.0	0.2703	0.5393	0.8283	0.659	0.654
evm.model.Seg829.3	4.889	0.117	1.1213	1.879	1.9447	2.311	1.032
evm.model.Seg8406.1	1.1095	0.0	0.181	5.8263	1.5947	0.9193	0.8025
evm.model.Seg8462.1	2.118	0.343	0.456	7.567	3.5763	2.5353	1.247
evm.model.Seg856.2	3.3975	0.852	4.082	5.1097	10.377	7.6167	3.8255
evm.model.Seg889.10	1.616	0.052	1.174	2.186	1.1227	1.1723	3.8065
evm.model.Seg895.9	37.1855	7.1305	10.4197	32.8027	34.2873	32.6807	46.653
evm.model.Seg900.8	1.1625	0.0	0.1363	0.6117	0.0	0.1487	0.0
evm.model.Seg9029.1	1187.164	467.8595	2182.288	1870.0433	1027.2893	2064.215	1339.238
evm.model.Seg907.3.1.57f48f7e	3.069	0.8455	0.3583	3.177	0.4353	3.1187	5.3665
evm.model.Seg925.3	39.4935	1.8615	46.169	19.95	11.9587	6.1807	9.089
evm.model.Seg9262.1	54.9145	24.69	107.8153	113.5713	61.803	154.322	171.7405
evm.model.Seg9397.1	133.4605	0.0	81.0347	80.429	52.5303	63.3213	0.0
evm.model.Seg9486.1	0.252	0.0	0.0223	0.5713	0.0937	0.1013	0.023
evm.model.Seg9504.1	12.9705	3.956	13.38	18.7243	7.111	8.96	12.974
evm.model.Seg954.13	0.0	0.0	0.0123	1.3093	0.0	0.1283	0.0
evm.model.Seg954.2	9.56	3.871	6.9683	16.3817	13.2277	15.012	16.5675
evm.model.Seg954.5	1.3865	0.2325	1.5727	3.8383	0.4297	0.761	0.3045
evm.model.Seg9737.1	2.3005	0.5045	1.2993	2.4797	2.3923	3.0507	2.5685
evm.model.Seg975.1	0.882	0.0685	0.301	0.925	0.4723	0.9913	1.444
evm.model.Seg980.2	43.1465	8.3425	12.022	41.8693	36.095	24.3837	55.373
evm.model.Seg984.15	0.6315	0.0785	0.0613	1.704	0.5973	1.182	0.2815
evm.model.Seg984.6	6.186	0.111	2.1033	5.1037	8.6507	10.6403	10.352
